job_id,title,company,career,education,location,salary,job_category,skills,posted_at,due_date,summary,url,scraped_at
52100508,[WBL] AI Research Engineer -LLMEval,(주)업스테이지,경력 1~20년,학력무관,경기전체 경력 1~20년 학력무관 정규직,경기전체 | 경력 1~20년 | 학력무관 | 정규직,"Tensorflow, AI(인공지능), Python, Pytorch, 소프트웨어개발","Tensorflow, AI(인공지능), Python, Pytorch, 소프트웨어개발",~ 11/19(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100508&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.620757
52082256,Product Manager,올거나이즈코리아(주),경력 3~10년,고졸↑,서울강남구 경력 3~10년 고졸↑ 정규직,서울강남구 | 경력 3~10년 | 고졸↑ | 정규직,"기획, 데이터 사이언티스트, PO(프로덕트오너), 데이터분석가, AI(인공지능)","기획, 데이터 사이언티스트, PO(프로덕트오너), 데이터분석가, AI(인공지능)",~ 11/18(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52082256&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.623040
52129532,B2G/B2B AI 사업기획/수행,한국딥러닝(주),경력 2~5년,고졸↑,서울서초구 경력 2~5년 고졸↑ 정규직,서울서초구 | 경력 2~5년 | 고졸↑ | 정규직,"사업관리, AI(인공지능), 사업기획, 신사업발굴, 트렌드분석","사업관리, AI(인공지능), 사업기획, 신사업발굴, 트렌드분석",~ 11/22(토),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52129532&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.625344
52206161,Global Marketing Lead (팀장),(주)보더엑스,경력12년↑,대졸↑,서울중구 경력12년↑ 대졸↑ 정규직,서울중구 | 경력12년↑ | 대졸↑ | 정규직,"영어, AE(광고기획자), 광고캠페인, 광고주관리, 디지털마케팅","영어, AE(광고기획자), 광고캠페인, 광고주관리, 디지털마케팅",~ 12/04(목),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52206161&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.627800
52261417,[미리캔버스] Machine Learning Engineer (Search/ML/LLM),(주)미리디,경력 1~3년,학력무관,서울구로구 경력 1~3년 학력무관 정규직,서울구로구 | 경력 1~3년 | 학력무관 | 정규직,"클라우드, 딥러닝, 머신러닝, AI(인공지능), 데이터엔지니어","클라우드, 딥러닝, 머신러닝, AI(인공지능), 데이터엔지니어",~ 01/09(금),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52261417&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.630104
52191986,B2G/B2B AI 사업기획/수행,한국딥러닝(주),경력 2~5년,고졸↑,서울서초구 경력 2~5년 고졸↑ 정규직,서울서초구 | 경력 2~5년 | 고졸↑ | 정규직,"사업관리, AI(인공지능), 사업기획, 신사업발굴, 트렌드분석","사업관리, AI(인공지능), 사업기획, 신사업발굴, 트렌드분석",~ 11/30(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191986&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.632351
52100478,AI Enterprise Planning,(주)업스테이지,경력3년↑,고졸↑,경기용인시 수지구 경력3년↑ 고졸↑ 정규직,경기용인시 수지구 | 경력3년↑ | 고졸↑ | 정규직,"서비스기획, 상품기획, 기획, 시장조사, PO(프로덕트오너)","서비스기획, 상품기획, 기획, 시장조사, PO(프로덕트오너)",~ 11/19(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100478&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.634620
52089325,IT(AX)전략 담당자 대리~본부장급,(주)인터엑스,경력 5~10년,학력무관,서울금천구 경력 5~10년 학력무관 정규직,서울금천구 | 경력 5~10년 | 학력무관 | 정규직,"AI(인공지능), 소프트웨어개발","AI(인공지능), 소프트웨어개발",~ 11/18(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52089325&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.636772
52100461,AI Biz Development,(주)업스테이지,경력 3~5년,고졸↑,경기용인시 수지구 경력 3~5년 고졸↑ 정규직,경기용인시 수지구 | 경력 3~5년 | 고졸↑ | 정규직,"사업기획, IT영업, 신사업발굴, 신사업기획, 영업","사업기획, IT영업, 신사업발굴, 신사업기획, 영업",~ 11/19(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100461&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.639059
52212358,[프롬랩스] Product Manager(PM) 모집,(주)프롬랩스,경력무관,학력무관,경기수원시 영통구 경력무관 학력무관 정규직,경기수원시 영통구 | 경력무관 | 학력무관 | 정규직,"개발PM, 정보보안, 솔루션, 기술지원, 아키텍쳐","개발PM, 정보보안, 솔루션, 기술지원, 아키텍쳐",~ 12/03(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52212358&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.641363
51939536,[HUMAX그룹]휴맥스ITLLM·RAG 기반 Agentic AI엔지니어 모집,(주)휴맥스,경력 3~8년,대졸↑,경기성남시 분당구 경력 3~8년 대졸↑ 정규직,경기성남시 분당구 | 경력 3~8년 | 대졸↑ | 정규직,"알고리즘, 딥러닝, AI(인공지능), 데이터엔지니어, AIX","알고리즘, 딥러닝, AI(인공지능), 데이터엔지니어, AIX",채용시,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51939536&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.643947
52156997,[핀테크/AI/정규] AI /LLM엔지니어 (미들급),(주)파운트,경력 5~15년,학력무관,서울중구 경력 5~15년 학력무관 정규직,서울중구 | 경력 5~15년 | 학력무관 | 정규직,"AI(인공지능), AI(인공지능), 백엔드/서버개발, 앱개발, 웹개발","AI(인공지능), AI(인공지능), 백엔드/서버개발, 앱개발, 웹개발",~ 11/27(목),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52156997&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.646422
51874463,LLM/NLP 학습용 데이터 구축 PM (Project Manager) - 계약직,(주)크라우드데이터,경력3년↑,학력무관,서울강남구 경력3년↑ 학력무관 기간제·계약직,서울강남구 | 경력3년↑ | 학력무관 | 기간제·계약직,"PM(프로젝트매니저), SI·시스템통합","PM(프로젝트매니저), SI·시스템통합",채용시,홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51874463&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.648576
52168187,AI Researcher(LLM) 채용,몬드리안에이아이(주),경력2년↑,대졸↑,인천연수구 경력2년↑ 대졸↑ 정규직,인천연수구 | 경력2년↑ | 대졸↑ | 정규직,"알고리즘, Tensorflow, AI(인공지능), AI(인공지능), 알고리즘개발","알고리즘, Tensorflow, AI(인공지능), AI(인공지능), 알고리즘개발",~ 11/27(목),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52168187&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.650893
52100517,Cloud Solution Architect - GenAI (Global),(주)업스테이지,경력 1~20년,학력무관,경기전체 경력 1~20년 학력무관 정규직,경기전체 | 경력 1~20년 | 학력무관 | 정규직,"AWS, AI(인공지능), Python, Pytorch, 소프트웨어개발","AWS, AI(인공지능), Python, Pytorch, 소프트웨어개발",~ 11/19(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100517&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.653213
52206171,Global Marketing Part Lead,(주)보더엑스,경력6년↑,대졸↑,서울중구 경력6년↑ 대졸↑ 정규직,서울중구 | 경력6년↑ | 대졸↑ | 정규직,"영어, AE(광고기획자), 광고캠페인, 광고주관리, 디지털마케팅","영어, AE(광고기획자), 광고캠페인, 광고주관리, 디지털마케팅",~ 12/04(목),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52206171&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.655626
52064885,ML Engineer (Commerce AI),(주)비바리퍼블리카,경력 1~10년,학력무관,서울강남구 경력 1~10년 학력무관 정규직,서울강남구 | 경력 1~10년 | 학력무관 | 정규직,"데이터엔지니어, 금융기관","데이터엔지니어, 금융기관",~ 11/15(토),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52064885&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.658032
51959045,[베스핀글로벌] 공공사업부 제안 PM 영입 (차장/부장급),베스핀글로벌(주),경력15년↑,대졸↑,서울서초구 경력15년↑ 대졸↑ 정규직,서울서초구 | 경력15년↑ | 대졸↑ | 정규직,"PMO, PM(프로젝트매니저), IT컨설팅","PMO, PM(프로젝트매니저), IT컨설팅",상시채용,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51959045&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.660578
52087507,컴플라이언스 리서치 엔지니어 신입,(주)테이텀,신입,학력무관,서울강남구 신입 학력무관 정규직,서울강남구 | 신입 | 학력무관 | 정규직,클라우드,클라우드,~ 11/18(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52087507&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.662715
52089181,[iComm] AICC/챗봇 솔루션 SI 영업사원 (7년 이상),인포뱅크(주),경력7년↑,대졸↑,경기성남시 분당구 경력7년↑ 대졸↑ 정규직,경기성남시 분당구 | 경력7년↑ | 대졸↑ | 정규직,"기술영업, IT영업, SI영업, 영업, 시스템영업","기술영업, IT영업, SI영업, 영업, 시스템영업",채용시,홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52089181&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.665106
51863526,컴플라이언스 리서치 엔지니어 (경력 무관),(주)테이텀,경력무관,학력무관,서울강남구 경력무관 학력무관 정규직,서울강남구 | 경력무관 | 학력무관 | 정규직,"MongoDB, AWS, GoLang, Javascript, TypeScript","MongoDB, AWS, GoLang, Javascript, TypeScript",채용시,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51863526&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.667384
52105317,AI 기술 마케팅 담당자 (경력),(주)카카오,경력5년↑,학력무관,경기성남시 분당구 경력5년↑ 학력무관 정규직,경기성남시 분당구 | 경력5년↑ | 학력무관 | 정규직,"마케팅전략, 마케팅기획, 콘텐츠기획, AI(인공지능)","마케팅전략, 마케팅기획, 콘텐츠기획, AI(인공지능)",~ 11/15(토),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52105317&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.669820
51891449,Finance & Accounting Analyst 채용,그루브코리아 유한회사,경력 2~7년,대졸↑,서울강남구 경력 2~7년 대졸↑ 정규직,서울강남구 | 경력 2~7년 | 대졸↑ | 정규직,"재무회계, Oracle","재무회계, Oracle",~ 11/21(금),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51891449&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.672116
52087492,컴플라이언스 리서치 엔지니어 경력,(주)테이텀,경력 1~10년,학력무관,서울강남구 경력 1~10년 학력무관 정규직,서울강남구 | 경력 1~10년 | 학력무관 | 정규직,클라우드,클라우드,~ 11/18(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52087492&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.674317
52013735,레드포인트파트너스 Global Investment Team 운용역 모집,"주식회사레드포인트파트너스(RedpointPartnersCo.,Ltd.)",경력무관,대졸↑,서울강남구 경력무관 대졸↑ 정규직,서울강남구 | 경력무관 | 대졸↑ | 정규직,"자산운용, 펀드매니저, 투자자문, 애널리스트, 투자자문사","자산운용, 펀드매니저, 투자자문, 애널리스트, 투자자문사",~ 11/30(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52013735&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.676765
52095301,[삼정KPMG] 컨설팅 AI Center본부 ML AI 엔지니어 경력직 채용,삼정KPMG,경력 3~6년,대졸↑,서울강남구 경력 3~6년 대졸↑ 정규직,서울강남구 | 경력 3~6년 | 대졸↑ | 정규직,"클라우드, 아키텍쳐, 머신러닝, AI(인공지능), NLP(자연어처리)","클라우드, 아키텍쳐, 머신러닝, AI(인공지능), NLP(자연어처리)",~ 11/20(목),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095301&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.679212
52192509,운영 팀장 [AI스타트업/마곡],(주)옵트에이아이,경력5년↑,고졸↑,서울강서구 경력5년↑ 고졸↑ 정규직,서울강서구 | 경력5년↑ | 고졸↑ | 정규직,"재무, 회계, 기업회계, 총무, 재무기획","재무, 회계, 기업회계, 총무, 재무기획",~ 12/02(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52192509&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.681477
52070798,AI 서비스 기획자 채용,다큐브(주),경력무관,학력무관,서울영등포구 경력무관 학력무관 계약직,서울영등포구 | 경력무관 | 학력무관 | 계약직,"미들웨어, Git, Kubernetes, Java, Docker","미들웨어, Git, Kubernetes, Java, Docker",~ 11/17(월),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52070798&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.683755
52192092,NIA 초거대 AI 구축 사업 기획,한국딥러닝(주),경력 2~7년,고졸↑,서울서초구 경력 2~7년 고졸↑ 정규직,서울서초구 | 경력 2~7년 | 고졸↑ | 정규직,"사업관리, Python, R, 사업기획, 신사업발굴","사업관리, Python, R, 사업기획, 신사업발굴",~ 11/30(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52192092&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.686139
52100358,[WBL] AI Research Engineer-LLMPost-training,(주)업스테이지,경력 1~20년,고졸↑,경기전체 경력 1~20년 고졸↑ 정규직,경기전체 | 경력 1~20년 | 고졸↑ | 정규직,"AI(인공지능), 소프트웨어개발","AI(인공지능), 소프트웨어개발",~ 11/19(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100358&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=fcea675e-3d78-4819-ac09-101ab6dbab8c,2025-11-11T06:18:31.688353
