job_id,title,company,career,education,location,salary,job_category,skills,posted_at,due_date,summary,url,scraped_at
52080238,경력 3년이상 백엔드 Java/SpringBoot 개발자,빅스데이터(주),경력 3~10년,초대졸↑,서울강남구 경력 3~10년 초대졸↑ 정규직,서울강남구 | 경력 3~10년 | 초대졸↑ | 정규직,"백엔드/서버개발, 웹개발, Java, API, 풀스택","백엔드/서버개발, 웹개발, Java, API, 풀스택",~ 12/19(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52080238&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.561241
52029379,백엔드 개발자(CMP) 경력 채용,오케스트로(주),경력 3~15년,학력무관,서울전체 경력 3~15년 학력무관 정규직,서울전체 | 경력 3~15년 | 학력무관 | 정규직,"백엔드/서버개발, Java, Spring, SpringBoot, MariaDB","백엔드/서버개발, Java, Spring, SpringBoot, MariaDB",내일마감,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52029379&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.587725
52010203,백엔드 개발자경력 채용,(주)와이즈버즈,경력 5~10년,대졸↑,경기성남시 수정구 경력 5~10년 대졸↑ 정규직,경기성남시 수정구 | 경력 5~10년 | 대졸↑ | 정규직,"백엔드/서버개발, Java, AWS, Kotlin, Kubernetes","백엔드/서버개발, Java, AWS, Kotlin, Kubernetes",오늘마감,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52010203&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.590306
52253490,백엔드 개발자(JAVA / 3~15년 / 팀원),(주)이파피루스,경력 3~15년,고졸↑,경기성남시 분당구 경력 3~15년 고졸↑ 정규직,경기성남시 분당구 | 경력 3~15년 | 고졸↑ | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 12/07(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52253490&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.592570
52121185,서버개발팀백엔드 개발자(경력),(주)사이버다임,경력 5~15년,초대졸↑,서울송파구 경력 5~15년 초대졸↑ 정규직,서울송파구 | 경력 5~15년 | 초대졸↑ | 정규직,"백엔드/서버개발, 웹개발, API, SI개발, 소프트웨어개발","백엔드/서버개발, 웹개발, API, SI개발, 소프트웨어개발",~ 11/21(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52121185&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.595172
52165102,(주)티모넷 기술개발사업부백엔드 개발자모집(경력),(주)티모넷,경력2년↑,초대졸↑,서울마포구 경력2년↑ 초대졸↑ 정규직,서울마포구 | 경력2년↑ | 초대졸↑ | 정규직,"백엔드/서버개발, Java, Javascript, MySQL, JPA","백엔드/서버개발, Java, Javascript, MySQL, JPA",~ 11/28(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52165102&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.597459
52027436,기술연구소 백엔드/서버/Java/C# 경력 개발자,㈜엠투소프트,경력 8~15년,대졸↑,서울성동구 경력 8~15년 대졸↑ 정규직,서울성동구 | 경력 8~15년 | 대졸↑ | 정규직,"백엔드/서버개발, 프론트엔드, Java, React, C#","백엔드/서버개발, 프론트엔드, Java, React, C#",상시채용,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52027436&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.599784
52159257,백엔드 개발자(1~3년),(주)에스피코리아,경력 1~3년,고졸↑,서울강서구 경력 1~3년 고졸↑ 정규직,서울강서구 | 경력 1~3년 | 고졸↑ | 정규직,"백엔드/서버개발, 웹개발, 앱개발","백엔드/서버개발, 웹개발, 앱개발",~ 11/26(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52159257&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.602060
52108873,(주)인큐버스 PG백엔드 개발자정규직 채용,(주)인큐버스,경력무관,학력무관,서울강남구 경력무관 학력무관 정규직,서울강남구 | 경력무관 | 학력무관 | 정규직,"백엔드/서버개발, 뱅킹·빌링","백엔드/서버개발, 뱅킹·빌링",~ 11/21(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52108873&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.604339
52155402,자사 솔루션 서버/백엔드 개발자(경력5-10년),엔에스원소프트(주),경력 5~10년,초대졸↑,서울강남구 경력 5~10년 초대졸↑ 정규직,서울강남구 | 경력 5~10년 | 초대졸↑ | 정규직,"백엔드/서버개발, Java, MySQL, API, MariaDB","백엔드/서버개발, Java, MySQL, API, MariaDB",~ 12/27(토),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155402&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.606736
52007266,백엔드 개발자모집,(주)브릭,경력3년↑,대졸↑,경기성남시 분당구 경력3년↑ 대졸↑ 정규직,경기성남시 분당구 | 경력3년↑ | 대졸↑ | 정규직,"백엔드/서버개발, 웹개발, Java, 퍼블리셔, 소프트웨어개발","백엔드/서버개발, 웹개발, Java, 퍼블리셔, 소프트웨어개발",~ 12/12(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52007266&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.609097
52274382,백엔드 개발자,(주)와탭랩스,경력 3~10년,학력무관,서울서초구 경력 3~10년 학력무관 정규직,서울서초구 | 경력 3~10년 | 학력무관 | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 12/10(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52274382&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.611604
52204680,[메가존]백엔드 개발자채용,메가존(주),경력3년↑,학력무관,경기과천시 경력3년↑ 학력무관 정규직,경기과천시 | 경력3년↑ | 학력무관 | 정규직,"백엔드/서버개발, SM","백엔드/서버개발, SM",상시채용,홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52204680&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.614247
52219734,Nodejs 백엔드 서버 개발자를 모집합니다.,(주)실리콘브릿지,경력 3~10년,학력무관,경기성남시 중원구 경력 3~10년 학력무관 정규직,경기성남시 중원구 | 경력 3~10년 | 학력무관 | 정규직,"백엔드/서버개발, MongoDB, DBMS, DevOps, 네트워크","백엔드/서버개발, MongoDB, DBMS, DevOps, 네트워크",~ 01/03(토),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52219734&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.616614
52030029,백엔드 개발자(DR Solution),오케스트로(주),경력 3~15년,학력무관,서울전체 경력 3~15년 학력무관 정규직,서울전체 | 경력 3~15년 | 학력무관 | 정규직,"백엔드/서버개발, Java, Python, AWS, Kubernetes","백엔드/서버개발, Java, Python, AWS, Kubernetes",내일마감,입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52030029&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.619106
52030541,백엔드 개발자(경력5~7년),(주)아이도트,경력 5~7년,대졸↑,서울송파구 경력 5~7년 대졸↑ 정규직,서울송파구 | 경력 5~7년 | 대졸↑ | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 11/13(목),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52030541&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.621556
52030531,백엔드 개발자(경력11~15년),(주)아이도트,경력 11~15년,대졸↑,서울송파구 경력 11~15년 대졸↑ 정규직,서울송파구 | 경력 11~15년 | 대졸↑ | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 11/13(목),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52030531&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.623887
52122365,[신입/경력]글로벌사업부백엔드 개발자(Spring Specialist),이데아텍(주),경력무관,대졸↑,서울서초구 경력무관 대졸↑ 정규직,서울서초구 | 경력무관 | 대졸↑ | 정규직,"백엔드/서버개발, Java, API, MongoDB, 클라우드","백엔드/서버개발, Java, API, MongoDB, 클라우드",~ 11/22(토),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52122365&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.626318
52159281,백엔드 개발자(4~6년),(주)에스피코리아,경력 4~6년,고졸↑,서울강서구 경력 4~6년 고졸↑ 정규직,서울강서구 | 경력 4~6년 | 고졸↑ | 정규직,"백엔드/서버개발, 웹개발, 앱개발","백엔드/서버개발, 웹개발, 앱개발",~ 11/26(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52159281&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.628969
52268792,Java백엔드 개발자(5-10년),(주)와따에이아이,경력 5~10년,학력무관,경기성남시 분당구 경력 5~10년 학력무관 정규직,경기성남시 분당구 | 경력 5~10년 | 학력무관 | 정규직,"백엔드/서버개발, Java, Python, Linux, Objective-C","백엔드/서버개발, Java, Python, Linux, Objective-C",~ 12/09(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268792&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.631441
52268864,Java백엔드 개발자(11-15년),(주)와따에이아이,경력 11~15년,학력무관,경기성남시 분당구 경력 11~15년 학력무관 정규직,경기성남시 분당구 | 경력 11~15년 | 학력무관 | 정규직,"백엔드/서버개발, Java, Python, Linux, Objective-C","백엔드/서버개발, Java, Python, Linux, Objective-C",~ 12/09(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268864&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.639597
52268817,Java백엔드 개발자(11-15년),(주)와따에이아이,경력 11~15년,학력무관,경기성남시 분당구 경력 11~15년 학력무관 정규직,경기성남시 분당구 | 경력 11~15년 | 학력무관 | 정규직,"백엔드/서버개발, Java, Python, Linux, RestAPI","백엔드/서버개발, Java, Python, Linux, RestAPI",~ 12/09(화),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268817&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.645242
52030519,백엔드 개발자(경력8~10년),(주)아이도트,경력 8~10년,대졸↑,서울송파구 경력 8~10년 대졸↑ 정규직,서울송파구 | 경력 8~10년 | 대졸↑ | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 11/13(목),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52030519&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.649570
52159300,백엔드 개발자(7년 이상),(주)에스피코리아,경력 7~10년,고졸↑,서울강서구 경력 7~10년 고졸↑ 정규직,서울강서구 | 경력 7~10년 | 고졸↑ | 정규직,"백엔드/서버개발, 웹개발, 앱개발","백엔드/서버개발, 웹개발, 앱개발",~ 11/26(수),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52159300&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.652464
52142730,[휴넷]백엔드 개발자[정규직/경력],(주)휴넷,경력 3~10년,대졸↑,서울구로구 경력 3~10년 대졸↑ 정규직,서울구로구 | 경력 3~10년 | 대졸↑ | 정규직,"백엔드/서버개발, 웹개발, Java, Javascript, 인터넷교육","백엔드/서버개발, 웹개발, Java, Javascript, 인터넷교육",~ 11/23(일),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52142730&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.657406
52188552,서버백엔드 개발자채용 (Node.js),(주)티피씨인터넷,경력 3~5년,고졸↑,서울강남구 경력 3~5년 고졸↑ 정규직,서울강남구 | 경력 3~5년 | 고졸↑ | 정규직,"백엔드/서버개발, 소프트웨어개발","백엔드/서버개발, 소프트웨어개발",~ 11/30(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52188552&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.659695
52230559,웹 개발자 채용(백엔드 개발),(주)모카커뮤니케이션즈,경력 5~15년,고졸↑,서울성동구 경력 5~15년 고졸↑ 정규직,서울성동구 | 경력 5~15년 | 고졸↑ | 정규직,"백엔드/서버개발, 웹개발, Java, Javascript, MySQL","백엔드/서버개발, 웹개발, Java, Javascript, MySQL",~ 12/05(금),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52230559&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.662329
52229125,플랫폼백엔드 개발자모집,넷마블(주),경력3년↑,대졸↑,서울구로구 경력3년↑ 대졸↑ 정규직,서울구로구 | 경력3년↑ | 대졸↑ | 정규직,"백엔드/서버개발, Java, MySQL, MSSQL, NoSQL","백엔드/서버개발, Java, MySQL, MSSQL, NoSQL",~ 12/10(수),홈페이지 지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52229125&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.664908
52192248,C#(ASP.NET Core)백엔드 개발자경력 채용,(주)랭코드,경력 3~10년,학력무관,서울서초구 경력 3~10년 학력무관 계약직,서울서초구 | 경력 3~10년 | 학력무관 | 계약직,"백엔드/서버개발, 프론트엔드, MongoDB, ASP.NET, 클라우드","백엔드/서버개발, 프론트엔드, MongoDB, ASP.NET, 클라우드",~ 11/30(일),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52192248&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.667351
51969724,자바백엔드 개발자채용,(주)써틴컴퍼니,경력 5~20년,학력무관,서울영등포구 경력 5~20년 학력무관 정규직,서울영등포구 | 경력 5~20년 | 학력무관 | 정규직,"백엔드/서버개발, Java, 앱개발, API, PostgreSQL","백엔드/서버개발, Java, 앱개발, API, PostgreSQL",~ 12/01(월),입사지원,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51969724&location=ts&searchword=%EB%B0%B1%EC%97%94%EB%93%9C+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=cf4411eb-d3f7-4cf7-868b-743436ed09f6,2025-11-11T06:18:28.669793
